0.000000000000000000e+00,2.963033880862258468e-03
8.333333333333332871e-02,2.835536596862603051e-02
1.666666666666666574e-01,9.408600154117853498e-02
2.500000000000000000e-01,1.727042686547507200e-01
3.333333333333333148e-01,1.271659416622349659e-01
4.166666666666666297e-01,1.459005935673556020e-02
5.000000000000000000e-01,2.460294393692203166e-02
5.833333333333332593e-01,9.117932164003887674e-02
6.666666666666666297e-01,3.556625703228023100e-02
7.500000000000000000e-01,3.302187499035545010e-02
8.333333333333332593e-01,9.183052434941758879e-02
9.166666666666666297e-01,3.356966792286426859e-02
1.000000000000000000e+00,5.325438397996746370e-02
1.083333333333333259e+00,1.888431277595508870e-02
1.166666666666666519e+00,7.943852964491316185e-04
1.250000000000000000e+00,2.610391999878200128e-02
1.333333333333333259e+00,6.437967584465127679e-02
1.416666666666666519e+00,6.458821433220487962e-02
1.500000000000000000e+00,1.722467343395176972e-02
1.583333333333333259e+00,4.589866260379672769e-02
1.666666666666666519e+00,2.714917769674226548e-03
1.750000000000000000e+00,6.057207442821695154e-02
1.833333333333333259e+00,6.028598082750858539e-02
1.916666666666666519e+00,9.045030119816055425e-02
2.000000000000000000e+00,9.410564976448239360e-02
2.083333333333333037e+00,5.303130084282244028e-02
2.166666666666666519e+00,1.472663341966925499e-01
2.250000000000000000e+00,4.698218410299681569e-02
2.333333333333333037e+00,4.109365483192606305e-02
2.416666666666666519e+00,2.557281829398784859e-02
2.500000000000000000e+00,3.195869167649541872e-03
2.583333333333333037e+00,4.491271741995172401e-02
2.666666666666666519e+00,1.682873533483349865e-02
2.750000000000000000e+00,2.226160354298267752e-01
2.833333333333333037e+00,8.831366553508859796e-02
2.916666666666666519e+00,1.314612730759465442e-01
3.000000000000000000e+00,1.825512657295267627e-01
3.083333333333333037e+00,9.650381506523180580e-03
3.166666666666666519e+00,5.195784453038134604e-02
3.250000000000000000e+00,3.555305722008119448e-03
3.333333333333333037e+00,1.548129401935354789e-02
3.416666666666666519e+00,4.600855007992512430e-02
3.500000000000000000e+00,2.818859135120393988e-02
3.583333333333333037e+00,4.978714160329975741e-02
3.666666666666666519e+00,8.203525009580392435e-02
3.750000000000000000e+00,1.526028835827679050e-02
3.833333333333333037e+00,5.860686502554730837e-02
3.916666666666666519e+00,1.478230123303485022e-01
