0.000000000000000000e+00,2.490736963441065113e-03
8.333333333333332871e-02,1.581821064735223006e-02
1.666666666666666574e-01,4.190048459473563747e-02
2.500000000000000000e-01,8.153819650275533071e-02
3.333333333333333148e-01,2.989070224705087445e-02
4.166666666666666297e-01,6.219749545180082179e-04
5.000000000000000000e-01,5.565685815361128691e-02
5.833333333333332593e-01,5.127364858114642765e-02
6.666666666666666297e-01,1.035355118727468993e-01
7.500000000000000000e-01,6.739769792265576376e-02
8.333333333333332593e-01,9.224541868084457086e-02
9.166666666666666297e-01,3.116334182431385741e-02
1.000000000000000000e+00,6.058707970411867511e-02
1.083333333333333259e+00,1.550640443844344268e-02
1.166666666666666519e+00,5.083015304745341564e-03
1.250000000000000000e+00,4.529529225145315086e-02
1.333333333333333259e+00,9.503149635733104672e-02
1.416666666666666519e+00,1.523434313312083989e-02
1.500000000000000000e+00,4.175891127048050877e-02
1.583333333333333259e+00,9.788817412291895073e-03
1.666666666666666519e+00,3.374845860013957477e-01
1.750000000000000000e+00,9.272952727862204814e-02
1.833333333333333259e+00,2.836723694371360849e-01
1.916666666666666519e+00,2.002637481066266711e-01
2.000000000000000000e+00,1.080777446160632455e-01
2.083333333333333037e+00,7.428396859105960981e-02
2.166666666666666519e+00,9.195150361873852263e-02
2.250000000000000000e+00,1.860825640005687315e-02
2.333333333333333037e+00,8.363794744693554828e-02
2.416666666666666519e+00,4.803531587151398802e-02
2.500000000000000000e+00,2.362943682829115460e-02
2.583333333333333037e+00,1.517809524358022279e-02
2.666666666666666519e+00,4.082236121848527993e-02
2.750000000000000000e+00,3.558299361483037090e-03
2.833333333333333037e+00,3.701322603041768550e-02
2.916666666666666519e+00,2.149219947363500971e-02
3.000000000000000000e+00,1.234149357915260842e-01
3.083333333333333037e+00,2.850110407214337220e-03
3.166666666666666519e+00,8.952160688725566140e-02
3.250000000000000000e+00,1.239194381848338217e-01
3.333333333333333037e+00,4.346264119940232429e-02
3.416666666666666519e+00,1.717344952115114620e-01
3.500000000000000000e+00,6.425106955390991192e-02
3.583333333333333037e+00,1.039846410927194598e-01
3.666666666666666519e+00,7.215525872968826804e-02
3.750000000000000000e+00,9.780618939021314129e-02
3.833333333333333037e+00,4.104391453036082549e-02
3.916666666666666519e+00,7.168950955209850429e-02
4.000000000000000000e+00,2.132924640244721060e-01
4.083333333333333037e+00,1.274225555750151395e-01
4.166666666666666075e+00,3.994159220920862063e-03
4.250000000000000000e+00,1.190538925857983913e-03
4.333333333333333037e+00,1.095618889909737506e-02
4.416666666666666075e+00,1.806389114338086826e-02
4.500000000000000000e+00,1.560820807276101507e-01
4.583333333333333037e+00,4.250075606816898499e-02
4.666666666666666075e+00,4.875964638788259260e-03
4.750000000000000000e+00,9.159364636514914781e-02
4.833333333333333037e+00,2.440792327751965529e-01
4.916666666666666075e+00,1.396549378423812549e-01
5.000000000000000000e+00,7.343360646261551383e-03
5.083333333333333037e+00,1.539766804072565665e-01
5.166666666666666075e+00,9.304928227644046479e-02
5.250000000000000000e+00,1.399701967740202835e-01
5.333333333333333037e+00,5.029209983759577035e-03
5.416666666666666075e+00,3.832286327323967956e-02
5.500000000000000000e+00,1.088913761424782356e-01
5.583333333333333037e+00,2.010154970917502892e-01
5.666666666666666075e+00,4.727382564736968412e-02
5.750000000000000000e+00,9.291866067107311389e-02
5.833333333333333037e+00,3.375644554112428725e-02
5.916666666666666075e+00,2.900117234247292022e-02
6.000000000000000000e+00,1.545655961639516851e-01
6.083333333333333037e+00,6.338700689371182598e-03
6.166666666666666075e+00,2.564021318419097695e-02
6.250000000000000000e+00,4.073072699162797600e-02
6.333333333333333037e+00,2.700348543301805959e-02
6.416666666666666075e+00,2.593413895930495299e-03
6.500000000000000000e+00,1.191331840366766613e-02
6.583333333333333037e+00,5.452567377097339296e-02
6.666666666666666075e+00,1.241667225012860754e-01
6.750000000000000000e+00,8.957512857781917137e-02
6.833333333333333037e+00,5.339134827965650622e-03
6.916666666666666075e+00,4.151663579041685315e-02
7.000000000000000000e+00,5.437053442995686686e-02
7.083333333333333037e+00,6.266229196018413550e-02
7.166666666666666075e+00,2.514156503026281769e-02
7.250000000000000000e+00,8.601597037051698924e-02
7.333333333333333037e+00,9.187795291045881829e-02
7.416666666666666075e+00,1.106753561327008389e-01
7.500000000000000000e+00,2.142852899627735799e-02
7.583333333333333037e+00,1.765825991162792846e-02
7.666666666666666075e+00,4.503789657209321048e-03
7.750000000000000000e+00,9.600788243076484318e-02
7.833333333333333037e+00,2.618886380765736085e-02
7.916666666666666075e+00,9.597648669418281514e-03
8.000000000000000000e+00,2.735607904039981039e-02
8.083333333333332149e+00,1.040550839534077066e-01
8.166666666666666075e+00,8.603129298613444720e-02
8.250000000000000000e+00,2.395893107771230879e-01
8.333333333333332149e+00,8.901736104211614709e-02
8.416666666666666075e+00,3.109028916566851722e-02
8.500000000000000000e+00,2.897093944345960695e-02
8.583333333333332149e+00,9.921556095630847116e-02
8.666666666666666075e+00,2.135967731938391914e-02
8.750000000000000000e+00,2.051897445136220341e-02
8.833333333333332149e+00,1.217137639923997067e-01
8.916666666666666075e+00,3.237545999739777774e-02
9.000000000000000000e+00,1.486553501024239776e-01
9.083333333333332149e+00,2.497467547402529020e-01
9.166666666666666075e+00,1.844313575475112210e-01
9.250000000000000000e+00,2.333986516687605248e-02
9.333333333333332149e+00,7.521369193349171367e-02
9.416666666666666075e+00,4.508802103306523007e-02
9.500000000000000000e+00,1.210679330313006036e-02
9.583333333333332149e+00,1.789008140625321375e-02
9.666666666666666075e+00,2.555873951329978161e-02
9.750000000000000000e+00,9.871753001275084677e-03
9.833333333333332149e+00,6.032783149502913417e-03
9.916666666666666075e+00,6.583854925855373366e-03
1.000000000000000000e+01,3.503091983396842274e-02
1.008333333333333215e+01,4.963054267405957870e-02
1.016666666666666607e+01,7.222788467334351203e-02
1.025000000000000000e+01,4.037290274053493416e-02
1.033333333333333215e+01,1.325859306580633723e-01
1.041666666666666607e+01,3.684259860926283880e-02
1.050000000000000000e+01,3.390674029946757345e-02
1.058333333333333215e+01,5.727234542194593880e-02
1.066666666666666607e+01,1.834859962679255899e-02
1.075000000000000000e+01,8.422129241823608434e-03
1.083333333333333215e+01,2.138017708487149199e-02
1.091666666666666607e+01,1.325835569686394967e-02
1.100000000000000000e+01,8.521002177573951120e-02
1.108333333333333215e+01,1.545762621267990355e-01
1.116666666666666607e+01,1.205180095170603621e-01
1.125000000000000000e+01,1.718521040840220448e-01
